GJ 411 b,,525975.75
GJ 4276 b,,4403757.75
GJ 433 b,,1870823.55
GJ 436 b,0.372,2013146.4
GJ 504 b,,3617888.1
GJ 536 b,,2147218.65
GJ 581 b,,1299469.5
GJ 581 c,,1299469.5
GJ 581 e,,1299469.5
GJ 625 b,,1338659.85
GJ 649 b,,2141030.7
GJ 667 C b,,1402602
GJ 667 C c,,1402602
GJ 667 C e,,1402602
GJ 667 C f,,1402602
GJ 667 C g,,1402602
GJ 674 b,,938505.75
GJ 676 A b,,3306427.95
GJ 676 A c,,3306427.95
GJ 676 A d,,3306427.95
GJ 676 A e,,3306427.95
GJ 685 b,,2953714.8
GJ 687 b,,938505.75
GJ 832 b,,1025137.05
GJ 832 c,,1025137.05
GJ 849 b,,1815132
GJ 86 b,,2225599.35
GJ 876 b,,965320.2
GJ 876 c,,965320.2
GJ 876 d,,965320.2
GJ 876 e,,965320.2
GJ 96 b,,2462804.1
GJ 9827 b,0.141,6124007.85
GJ 9827 c,0.111,6124007.85
GJ 9827 d,0.18,6124007.85
GQ Lup b,3,31315152.3
GSC 06214-00210 b,,29908425
GU Psc b,1.265,9900720
Gl 378 b,,3085724.4
Gl 49 b,,2033772.9
Gl 686 b,,1683122.4
HAT-P-1 b,1.319,32942583.15
HAT-P-11 b,0.389,7798879.65
HAT-P-11 c,,7798879.65
HAT-P-12 b,0.959,29392762.5
HAT-P-13 b,1.272,44140710
HAT-P-13 c,,44140710
HAT-P-14 b,1.42,46223986.5
HAT-P-15 b,1.06,39924653.4
HAT-P-16 b,1.289,48472275
HAT-P-17 b,1.05,19106326.95
HAT-P-17 c,,19106326.95
HAT-P-18 b,0.995,34239990
HAT-P-19 b,1.132,44346975
HAT-P-2 b,,26453486.25
HAT-P-20 b,0.867,14438550
HAT-P-21 b,1.11,57646942.2
HAT-P-22 b,1.15,16905479.4
HAT-P-23 b,1.09,76031341.65
HAT-P-24 b,1.3,86684928.9
HAT-P-25 b,1.135,62487981.75
HAT-P-26 b,0.63,29374198.65
HAT-P-27 b,1.02,42078060
HAT-P-28 b,1.212,81474675
HAT-P-29 b,1.17,65253995.4
HAT-P-3 b,0.94,27862276.2
HAT-P-30 b,1.44,44406791.85
HAT-P-31 b,1.09,71672962.2
HAT-P-32 b,1.98,60128310.15
HAT-P-33 b,1.85,82619445.75
HAT-P-34 b,1.35,51789016.2
HAT-P-35 b,3.55,106061463
HAT-P-36 b,1.277,61246266.45
HAT-P-37 b,1.178,84774915
HAT-P-38 b,0.825,51359985
HAT-P-39 b,1.571,132422130
HAT-P-4 b,1.274,64767210
HAT-P-40 b,1.52,97084810.2
HAT-P-41 b,2.05,72528961.95
HAT-P-42 b,1.28,92200455
HAT-P-43 b,1.281,111795630
HAT-P-44 b,1.242,74874195
HAT-P-44 c,,74874195
HAT-P-45 b,1.426,62910825
HAT-P-46 b,1.284,61054440
HAT-P-49 b,1.59,72995120.85
HAT-P-5 b,1.21,63119152.65
HAT-P-50 b,1.288,102513705
HAT-P-51 b,1.293,96944550
HAT-P-52 b,1.009,79412025
HAT-P-53 b,1.318,148304535
HAT-P-54 b,0.944,29753726.25
HAT-P-55 b,1.182,99007200
HAT-P-56 b,1.51,66726727.5
HAT-P-57 b,1.74,58183231.2
HAT-P-6 b,1.48,57238537.5
HAT-P-65 b,1.89,173468865
HAT-P-66 b,1.59,191207655
HAT-P-67 b,2.085,66004800
HAT-P-69 b,1.676,70934533.5
HAT-P-7 b,1.51,71050041.9
HAT-P-70 b,1.87,67861185
HAT-P-8 b,1.4,43901442.6
HAT-P-9 b,1.393,99007200
HATS-1 b,1.302,62498295
HATS-10 b,0.969,102307440
HATS-11 b,1.609,199528385.1
HATS-12 b,0.692,105692248.7
HATS-13 b,1.212,98182140
HATS-14 b,1.039,105813945
HATS-15 b,1.105,142116585
HATS-16 b,1.3,159649110
HATS-17 b,0.777,69923835
HATS-18 b,1.329,133040925
HATS-2 b,1.168,74255400
HATS-22 b,0.953,42882493.5
HATS-23 b,1.86,154079955
HATS-24 b,1.395,105195150
HATS-25 b,1.26,96119490
HATS-26 b,1.75,187082355
HATS-27 b,1.5,173262600
HATS-28 b,1.194,107464065
HATS-29 b,1.251,72399015
HATS-3 b,1.381,93438045
HATS-30 b,1.175,69923835
HATS-31 b,1.64,179863080
HATS-32 b,1.249,173056335
HATS-33 b,1.23,52597575
HATS-34 b,1.43,109732980
HATS-35 b,1.464,114889605
HATS-36 b,1.153,181234742.3
HATS-39 b,1.57,159442845
HATS-4 b,1.02,86631300
HATS-40 b,1.58,295165215
HATS-41 b,1.33,165012000
HATS-42 b,1.4,194301630
HATS-43 b,1.18,70336365
HATS-44 b,1.067,95500695
HATS-45 b,1.286,168724770
HATS-46 b,0.903,92406720
HATS-5 b,0.912,53010105
HATS-50 b,1.13,147892005
HATS-51 b,1.41,98594670
HATS-52 b,1.382,130153215
HATS-53 b,1.34,126440445
HATS-54 b,1.067,158617785
HATS-55 b,1.251,128626854
HATS-56 b,1.688,119035531.5
HATS-57 b,1.139,57754200
HATS-58 A b,1.095,101482380
HATS-59 b,1.126,135078823.2
HATS-59 c,,135078823.2
HATS-6 b,0.998,30609726
HATS-60 b,1.153,101956789.5
HATS-61 b,1.195,143147910
HATS-62 b,1.055,106597752
HATS-63 b,1.207,130937022
HATS-64 b,1.679,223384995
HATS-65 b,1.501,102101175
HATS-66 b,1.411,317235570
HATS-67 b,1.685,202552230
HATS-68 b,1.232,127513023
HATS-69 b,0.945,86693179.5
HATS-7 b,0.563,53010105
HATS-70 b,1.384,269588355
HATS-8 b,0.873,170993685
HATS-9 b,1.236,134971565.4
HD 100546 b,6.9,22693275.3
HD 100655 b,,28406815.8
HD 100777 b,,10230744
HD 10180 c,,8044335
HD 10180 d,,8044335
HD 10180 e,,8044335
HD 10180 f,,8044335
HD 10180 g,,8044335
HD 10180 h,,8044335
HD 101930 b,,6198263.25
HD 102117 b,,8172219.3
HD 102195 b,,6055940.4
HD 102272 b,,72194812.65
HD 102329 b,,45052401.3
HD 102329 c,,45052401.3
HD 102365 b,,1916201.85
HD 102843 b,,12967880.55
HD 102956 b,,25230334.8
HD 103197 b,,11806608.6
HD 103720 b,,8580624
HD 103774 b,,11653972.5
HD 103949 b,,5470147.8
HD 104067 b,,4203680.7
HD 10442 b,,28029350.85
HD 104985 b,,20803887.9
HD 106252 b,,7885510.95
HD 106270 b,,19401285.9
HD 106315 b,0.218,22482885
HD 106315 c,0.388,22482885
HD 10647 b,,3576635.1
HD 106515 A b,,7037761.8
HD 106906 b,,21313362.45
HD 10697 b,,6837684.75
HD 107148 b,,10208054.85
HD 108147 b,,8036084.4
HD 108341 b,,10189491
