HAT-P-45 b,0.892,0.008566713,0.0452,0.049,HAT-P-45
HAT-P-46 b,0.493,0.012219381,0.0577,0.123,HAT-P-46
HAT-P-49 b,2.2,0.007369062,,0,HAT-P-49
HAT-P-5 b,0.98,0.00763447,,0,HAT-P-5
HAT-P-50 b,1.35,0.0085476,0.0453,0.115,HAT-P-50
HAT-P-51 b,0.309,0.011548331,0.05069,0.123,HAT-P-51
HAT-P-52 b,0.818,0.007538933,0.03694,0.047,HAT-P-52
HAT-P-53 b,1.484,0.005370634,0.03159,0.134,HAT-P-53
HAT-P-54 b,0.76,0.010403414,0.04117,0.074,HAT-P-54
HAT-P-55 b,0.582,0.00981587,0.04604,0.139,HAT-P-55
HAT-P-56 b,2.31,0.007640876,,,HAT-P-56
HAT-P-57 b,1.41,0.006749624,,0,HAT-P-57
HAT-P-6 b,1.32,0.010548884,,0,HAT-P-6
HAT-P-65 b,0.527,0.007133348,0.03951,0.304,HAT-P-65
HAT-P-66 b,0.783,0.008137128,0.04363,0.09,HAT-P-66
HAT-P-67 b,0.34,0.013169343,0.06505,0,HAT-P-67
HAT-P-69 b,3.58,0.013105952,0.06555,0,HAT-P-69
HAT-P-7 b,1.84,0.006036249,,0,HAT-P-7
HAT-P-70 b,6.78,0.007513551,0.04739,0,HAT-P-70
HAT-P-8 b,1.28,0.00842256,,0,HAT-P-8
HAT-P-9 b,0.749,0.01074007,0.05287,0.084,HAT-P-9
HATS-1 b,1.855,0.00943589,0.0444,0.12,HATS-1
HATS-10 b,0.526,0.009070078,0.04491,0.501,HATS-10
HATS-11 b,,0.009908797,0.0507,,HATS-11
HATS-12 b,,0.008604249,0.0441,,HATS-12
HATS-13 b,0.543,0.008334154,0.04057,0.181,HATS-13
HATS-14 b,1.071,0.007574987,0.03815,0.142,HATS-14
HATS-15 b,2.17,0.00478436,0.02712,0.126,HATS-15
HATS-16 b,3.27,0.007355242,0.03744,0,HATS-16
HATS-17 b,1.338,0.0445027,0.1308,0.029,HATS-17
HATS-18 b,1.9795,0.002293881,0.0174,,HATS-18
HATS-2 b,1.345,0.003707414,0.023,0,HATS-2
HATS-22 b,2.74,0.012930356,0.05025,0.079,HATS-22
HATS-23 b,1.47,0.005915169,0.03397,0.114,HATS-23
HATS-24 b,2.26,0.003691986,0.0238,0,HATS-24
HATS-25 b,0.613,0.011769044,0.05163,0.176,HATS-25
HATS-26 b,0.65,0.009041446,0.04735,0.245,HATS-26
HATS-27 b,0.53,0.012695518,0.0611,0.581,HATS-27
HATS-28 b,0.672,0.008709317,0.04131,0.202,HATS-28
HATS-29 b,0.653,0.012610198,0.05475,0.158,HATS-29
HATS-3 b,1.071,0.009713487,0.0485,0,HATS-3
HATS-30 b,0.706,0.008690901,0.04354,0.096,HATS-30
HATS-31 b,0.88,0.00924835,0.0478,0.233,HATS-31
HATS-32 b,0.92,0.007700629,0.04024,0.471,HATS-32
HATS-33 b,1.192,0.006980301,0.03727,0.08,HATS-33
HATS-34 b,0.941,0.005766354,0.03166,0.108,HATS-34
HATS-35 b,1.222,0.004985624,0.03199,0.306,HATS-35
HATS-36 b,,0.011431036,0.0523,,HATS-36
HATS-39 b,0.63,0.012532881,0.06007,0.275,HATS-39
HATS-4 b,1.323,0.006890428,0.0362,0.013,HATS-4
HATS-40 b,1.59,0.008937094,0.04997,0.312,HATS-40
HATS-41 b,9.7,0.011481585,0.0583,0.38,HATS-41
HATS-42 b,1.88,0.006275433,0.03689,0.229,HATS-42
HATS-43 b,0.261,0.012016016,0.04944,0.173,HATS-43
HATS-44 b,0.56,0.00751239,0.03649,0.279,HATS-44
HATS-45 b,0.7,0.011465091,0.05511,0.24,HATS-45
HATS-46 b,0.173,0.012983909,0.05367,0.559,HATS-46
HATS-5 b,0.237,0.013041443,0.0542,0.019,HATS-5
HATS-50 b,0.39,0.010485151,0.05046,0.516,HATS-50
HATS-51 b,0.768,0.009168707,0.04639,0.33,HATS-51
HATS-52 b,2.24,0.003741696,0.02498,0.246,HATS-52
HATS-53 b,0.595,0.010551066,0.04753,0.33,HATS-53
HATS-54 b,0.76,0.006965593,0.03763,0.126,HATS-54
HATS-55 b,0.921,0.011510473,0.05412,0.092,HATS-55
HATS-56 b,0.602,0.011840654,0.06043,0.019,HATS-56
HATS-57 b,3.147,0.00643565,0.03493,0.028,HATS-57
HATS-58 A b,1.03,0.0115485,0.05798,0.168,HATS-58 A
HATS-59 b,0.806,0.014828422,0.06112,0.129,HATS-59
HATS-59 c,12.7,3.893223819,2.504,0.083,HATS-59
